l1_code,l1_name,l2_code,l2_name,l3_code,l3_name,ts_code,name,in_date,out_date,is_new
801010.SI,农林牧渔,801011.SI,林业Ⅱ,850131.SI,林业Ⅲ,000663.SZ,永安林业,20220729,,Y
801760.SI,传媒,801995.SI,电视广播Ⅱ,859951.SI,电视广播Ⅲ,000665.SZ,湖北广电,20100601,,Y
801790.SI,非银金融,801191.SI,多元金融,851924.SI,信托,000666.SZ,经纬纺机(退市),19961210,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000667.SZ,ST美置(退市),19891101,,Y
801150.SI,医药生物,801154.SI,医药商业,851542.SI,医药流通,000668.SZ,荣丰控股,20220729,,Y
801160.SI,公用事业,801163.SI,燃气Ⅱ,851631.SI,燃气Ⅲ,000669.SZ,ST金鸿,20130104,,Y
801080.SI,电子,801082.SI,其他电子Ⅱ,850841.SI,其他电子Ⅲ,000670.SZ,盈方微,20220729,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000671.SZ,ST阳光城(退市),20070702,,Y
801710.SI,建筑材料,801711.SI,水泥,857111.SI,水泥制造,000672.SZ,上峰水泥,20130701,,Y
801760.SI,传媒,801766.SI,影视院线,857661.SI,影视动漫制作,000673.SZ,当代退(退市),19970124,,Y
801030.SI,基础化工,801038.SI,农化制品,850332.SI,磷肥及磷化工,000675.SZ,ST银山(退市),19961226,,Y
801760.SI,传媒,801765.SI,广告营销,857651.SI,营销代理,000676.SZ,智度股份,20170629,,Y
801030.SI,基础化工,801032.SI,化学纤维,850343.SI,粘胶,000677.SZ,恒天海龙,20210730,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000678.SZ,襄阳轴承,19970106,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,000679.SZ,大连友谊,20220729,,Y
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,000680.SZ,山推股份,19970122,,Y
801760.SI,传媒,801767.SI,数字媒体,857673.SI,图片媒体,000681.SZ,视觉中国,20131231,,Y
801730.SI,电力设备,801738.SI,电网设备,857321.SI,电网自动化设备,000682.SZ,东方电子,20210730,,Y
801030.SI,基础化工,801033.SI,化学原料,850321.SI,纯碱,000683.SZ,远兴能源,20110110,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,000685.SZ,中山公用,19970123,,Y
801790.SI,非银金融,801193.SI,证券Ⅱ,851931.SI,证券Ⅲ,000686.SZ,东北证券,19970227,,Y
801740.SI,国防军工,801742.SI,航空装备Ⅱ,857421.SI,航空装备Ⅲ,000687.SZ,华讯退(退市),20080602,,Y
801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,000688.SZ,国城矿业,19961218,,Y
801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,000689.SZ,ST宏业(退市),19961231,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,000690.SZ,宝新能源,20170526,,Y
801030.SI,基础化工,801033.SI,化学原料,850324.SI,其他化学原料,000691.SZ,亚太实业,20220729,,Y
801160.SI,公用事业,801161.SI,电力,851614.SI,热力服务,000692.SZ,惠天热电,19970227,,Y
801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,000693.SZ,华泽退(退市),20000428,,Y
801140.SI,轻工制造,801141.SI,包装印刷,851422.SI,印刷,000695.SZ,滨海能源,20190724,,Y
801740.SI,国防军工,801742.SI,航空装备Ⅱ,857421.SI,航空装备Ⅲ,000697.SZ,炼石航空,20190724,,Y
801960.SI,石油石化,801963.SI,炼化及贸易,859631.SI,炼油化工,000698.SZ,沈阳化工,20091231,,Y
801140.SI,轻工制造,801143.SI,造纸,851412.SI,大宗用纸,000699.SZ,S*ST佳纸(退市),19970310,,Y
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,000700.SZ,模塑科技,19970228,,Y
801080.SI,电子,801082.SI,其他电子Ⅱ,850841.SI,其他电子Ⅲ,000701.SZ,厦门信达,20210730,,Y
801010.SI,农林牧渔,801014.SI,饲料,850142.SI,畜禽饲料,000702.SZ,正虹科技,19970318,,Y
801960.SI,石油石化,801963.SI,炼化及贸易,859631.SI,炼油化工,000703.SZ,恒逸石化,20210730,,Y
801150.SI,医药生物,801154.SI,医药商业,851542.SI,医药流通,000705.SZ,浙江震元,19970410,,Y
801030.SI,基础化工,801033.SI,化学原料,850321.SI,纯碱,000707.SZ,双环科技,19970415,,Y
801040.SI,钢铁,801045.SI,特钢Ⅱ,850412.SI,特钢Ⅲ,000708.SZ,中信特钢,20210730,,Y
801040.SI,钢铁,801044.SI,普钢,850442.SI,板材,000709.SZ,河钢股份,19970416,,Y
801150.SI,医药生物,801156.SI,医疗服务,851562.SI,诊断服务,000710.SZ,贝瑞基因,20220729,,Y
801970.SI,环保,801971.SI,环境治理,859714.SI,综合环境治理,000711.SZ,*ST京蓝,20220729,,Y
801790.SI,非银金融,801193.SI,证券Ⅱ,851931.SI,证券Ⅲ,000712.SZ,锦龙股份,20090601,,Y
801010.SI,农林牧渔,801016.SI,种植业,850111.SI,种子,000713.SZ,丰乐种业,19970422,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,000715.SZ,中兴商业,19970508,,Y
801120.SI,食品饮料,801128.SI,休闲食品,851281.SI,零食,000716.SZ,黑芝麻,20220729,,Y
801040.SI,钢铁,801044.SI,普钢,850441.SI,长材,000717.SZ,中南股份,19970508,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000718.SZ,苏宁环球,19970408,,Y
801760.SI,传媒,801769.SI,出版,857692.SI,大众出版,000719.SZ,中原传媒,20111010,,Y
801730.SI,电力设备,801738.SI,电网设备,857344.SI,线缆部件及其他,000720.SZ,新能泰山,20220729,,Y
801210.SI,社会服务,801219.SI,酒店餐饮,852141.SI,餐饮,000721.SZ,西安饮食,20210730,,Y
801160.SI,公用事业,801161.SI,电力,851612.SI,水力发电,000722.SZ,湖南发展,20130104,,Y
801950.SI,煤炭,801952.SI,焦炭Ⅱ,859521.SI,焦炭Ⅲ,000723.SZ,美锦能源,19970515,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,000725.SZ,京东方A,20010112,,Y
801130.SI,纺织服饰,801131.SI,纺织制造,851312.SI,棉纺,000726.SZ,鲁泰A,20001225,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,000727.SZ,冠捷科技,19970520,,Y
801790.SI,非银金融,801193.SI,证券Ⅱ,851931.SI,证券Ⅲ,000728.SZ,国元证券,20070702,,Y
801120.SI,食品饮料,801126.SI,非白酒,851232.SI,啤酒,000729.SZ,燕京啤酒,20210730,,Y
801030.SI,基础化工,801038.SI,农化制品,850331.SI,氮肥,000731.SZ,四川美丰,20210730,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000732.SZ,ST泰禾(退市),20110110,,Y
801740.SI,国防军工,801745.SI,军工电子Ⅱ,857451.SI,军工电子Ⅲ,000733.SZ,振华科技,20210730,,Y
801010.SI,农林牧渔,801017.SI,养殖业,850172.SI,生猪养殖,000735.SZ,罗牛山,19970611,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000736.SZ,中交地产,19970425,,Y
801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,000737.SZ,北方铜业,20220729,,Y
801740.SI,国防军工,801742.SI,航空装备Ⅱ,857421.SI,航空装备Ⅲ,000738.SZ,航发控制,19970626,,Y
801150.SI,医药生物,801151.SI,化学制药,851511.SI,原料药,000739.SZ,普洛药业,19970422,,Y
801770.SI,通信,801102.SI,通信设备,851026.SI,通信终端及配件,000748.SZ,长城信息(退市),19970704,,Y
801790.SI,非银金融,801193.SI,证券Ⅱ,851931.SI,证券Ⅲ,000750.SZ,国海证券,19970709,,Y
801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,000751.SZ,锌业股份,19970626,,Y
801120.SI,食品饮料,801126.SI,非白酒,851232.SI,啤酒,000752.SZ,ST西发,20210730,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,000753.SZ,漳州发展,20150701,,Y
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,000755.SZ,山西高速,20210730,,Y
801150.SI,医药生物,801151.SI,化学制药,851511.SI,原料药,000756.SZ,新华制药,19970806,,Y
801880.SI,汽车,801092.SI,汽车服务,850233.SI,汽车综合服务,000757.SZ,浩物股份,19970627,,Y
801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,000758.SZ,中色股份,19970327,,Y
801200.SI,商贸零售,801203.SI,一般零售,852032.SI,超市,000759.SZ,中百集团,19970519,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000760.SZ,斯太退(退市),20091009,,Y
801040.SI,钢铁,801044.SI,普钢,850442.SI,板材,000761.SZ,本钢板材,19980115,,Y
801050.SI,有色金属,801056.SI,能源金属,850543.SI,锂,000762.SZ,西藏矿业,19970708,,Y
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,000763.SZ,锦州石化(退市),19970915,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,000766.SZ,通化金马,20190724,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,000767.SZ,晋控电力,19970609,,Y
801740.SI,国防军工,801742.SI,航空装备Ⅱ,857421.SI,航空装备Ⅲ,000768.SZ,中航西飞,19970626,,Y
801010.SI,农林牧渔,801019.SI,农业综合Ⅱ,850191.SI,农业综合Ⅲ,000769.SZ,*ST大菲(退市),19970530,,Y
801790.SI,非银金融,801193.SI,证券Ⅱ,851931.SI,证券Ⅲ,000776.SZ,广发证券,20070702,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,000777.SZ,中核科技,19970710,,Y
801040.SI,钢铁,801044.SI,普钢,850443.SI,钢铁管材,000778.SZ,新兴铸管,19970606,,Y
801720.SI,建筑装饰,801726.SI,工程咨询服务Ⅱ,857261.SI,工程咨询服务Ⅲ,000779.SZ,甘咨询,19970528,,Y
801950.SI,煤炭,801951.SI,煤炭开采,859511.SI,动力煤,000780.SZ,ST平能(退市),19970606,,Y
801030.SI,基础化工,801032.SI,化学纤维,850346.SI,锦纶,000782.SZ,恒申新材,20210730,,Y
801790.SI,非银金融,801193.SI,证券Ⅱ,851931.SI,证券Ⅲ,000783.SZ,长江证券,19970731,,Y
801200.SI,商贸零售,801203.SI,一般零售,852034.SI,商业物业经营,000785.SZ,居然之家,20210730,,Y
801710.SI,建筑材料,801713.SI,装修建材,850614.SI,其他建材,000786.SZ,北新建材,19970606,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,000787.SZ,*ST创智(退市),19970626,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,000788.SZ,北大医药,20190724,,Y
801710.SI,建筑材料,801711.SI,水泥,857111.SI,水泥制造,000789.SZ,万年青,19970923,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,000790.SZ,华神科技,19980327,,Y
801160.SI,公用事业,801161.SI,电力,851612.SI,水力发电,000791.SZ,甘肃能源,20130104,,Y
801030.SI,基础化工,801038.SI,农化制品,850336.SI,钾肥,000792.SZ,盐湖股份,20210730,,Y
801760.SI,传媒,801769.SI,出版,857692.SI,大众出版,000793.SZ,华闻集团,20070702,,Y
801050.SI,有色金属,801051.SI,金属新材料,850522.SI,磁性材料,000795.SZ,英洛华,20080102,,Y
801210.SI,社会服务,801993.SI,旅游及景区,852131.SI,旅游综合,000796.SZ,ST凯撒,20210730,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000797.SZ,中国武夷,19970715,,Y
801010.SI,农林牧渔,801015.SI,渔业,850121.SI,海洋捕捞,000798.SZ,中水渔业,19980212,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,000799.SZ,酒鬼酒,19970718,,Y
801880.SI,汽车,801096.SI,商用车,850912.SI,商用载货车,000800.SZ,一汽解放,19970618,,Y
801110.SI,家用电器,801112.SI,黑色家电,851122.SI,其他黑色家电,000801.SZ,四川九洲,19980506,,Y
801760.SI,传媒,801766.SI,影视院线,857661.SI,影视动漫制作,000802.SZ,北京文化,20151102,,Y
801160.SI,公用事业,801161.SI,电力,851610.SI,电能综合服务,000803.SZ,山高环能,20190724,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,000805.SZ,*ST炎黄(退市),19980529,,Y
801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,000807.SZ,云铝股份,19980408,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000809.SZ,*ST和展,20090109,,Y
801110.SI,家用电器,801112.SI,黑色家电,851122.SI,其他黑色家电,000810.SZ,创维数字,20180420,,Y
801890.SI,机械设备,801072.SI,通用设备,850715.SI,制冷空调设备,000811.SZ,冰轮环境,19980528,,Y
801140.SI,轻工制造,801141.SI,包装印刷,851425.SI,纸包装,000812.SZ,陕西金叶,19980623,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,000813.SZ,德展健康,20180809,,Y
801140.SI,轻工制造,801143.SI,造纸,851412.SI,大宗用纸,000815.SZ,美利云,19980609,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000816.SZ,智慧农业,19970818,,Y
801760.SI,传媒,801767.SI,数字媒体,857671.SI,视频媒体,000817.SZ,辽河油田(退市),19980528,,Y
801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,000818.SZ,航锦科技,20170629,,Y
801960.SI,石油石化,801963.SI,炼化及贸易,859633.SI,其他石化,000819.SZ,岳阳兴长,19970625,,Y
801970.SI,环保,801971.SI,环境治理,859713.SI,固废治理,000820.SZ,神雾节能,19980630,,Y
801730.SI,电力设备,801735.SI,光伏设备,857355.SI,光伏加工设备,000821.SZ,京山轻机,20220729,,Y
801030.SI,基础化工,801033.SI,化学原料,850321.SI,纯碱,000822.SZ,山东海化,19980703,,Y
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,000823.SZ,超声电子,19971008,,Y
801040.SI,钢铁,801045.SI,特钢Ⅱ,850412.SI,特钢Ⅲ,000825.SZ,太钢不锈,20210730,,Y
801970.SI,环保,801971.SI,环境治理,859714.SI,综合环境治理,000826.SZ,启迪环境,19980225,,Y
801710.SI,建筑材料,801711.SI,水泥,857111.SI,水泥制造,000827.SZ,*ST长兴(退市),20050701,,Y
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,000828.SZ,东莞控股,20210730,,Y
801200.SI,商贸零售,801204.SI,专业连锁Ⅱ,852041.SI,专业连锁Ⅲ,000829.SZ,天音控股,20060901,,Y
801030.SI,基础化工,801033.SI,化学原料,850325.SI,煤化工,000830.SZ,鲁西化工,20210730,,Y
801050.SI,有色金属,801054.SI,小金属,850541.SI,稀土,000831.SZ,中国稀土,19980911,,Y
801030.SI,基础化工,801032.SI,化学纤维,850341.SI,涤纶,000832.SZ,*ST龙涤(退市),19980825,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,000833.SZ,粤桂股份,20190724,,Y
801760.SI,传媒,801764.SI,游戏Ⅱ,857641.SI,游戏Ⅲ,000835.SZ,长动退(退市),20070702,,Y
801770.SI,通信,801102.SI,通信设备,851025.SI,通信线缆及配套,000836.SZ,ST富通,20130701,,Y
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,000837.SZ,秦川机床,19980928,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000838.SZ,财信发展,20090105,,Y
801770.SI,通信,801223.SI,通信服务,852214.SI,通信应用增值服务,000839.SZ,中信国安,20220729,,Y
801120.SI,食品饮料,801127.SI,饮料乳品,851271.SI,软饮料,000848.SZ,承德露露,19971113,,Y
801130.SI,纺织服饰,801131.SI,纺织制造,851312.SI,棉纺,000850.SZ,华茂股份,19981007,,Y
801770.SI,通信,801102.SI,通信设备,851024.SI,通信网络设备及器件,000851.SZ,ST高鸿,19980609,,Y
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,000852.SZ,石化机械,19981126,,Y
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,000856.SZ,冀东装备,19980813,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,000858.SZ,五粮液,19980427,,Y
801030.SI,基础化工,801036.SI,塑料,850355.SI,膜材料,000859.SZ,国风新材,20210730,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,000860.SZ,顺鑫农业,19981104,,Y
801200.SI,商贸零售,801203.SI,一般零售,852034.SI,商业物业经营,000861.SZ,海印股份,20120702,,Y
801160.SI,公用事业,801161.SI,电力,851617.SI,风力发电,000862.SZ,银星能源,19980915,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000863.SZ,三湘印象,20190724,,Y
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,000866.SZ,扬子石化(退市),19980512,,Y
801880.SI,汽车,801096.SI,商用车,850913.SI,商用载客车,000868.SZ,安凯客车,20210730,,Y
801120.SI,食品饮料,801126.SI,非白酒,851233.SI,其他酒类,000869.SZ,张裕A,20070702,,Y
801160.SI,公用事业,801161.SI,电力,851610.SI,电能综合服务,000875.SZ,吉电股份,20190724,,Y
801010.SI,农林牧渔,801017.SI,养殖业,850172.SI,生猪养殖,000876.SZ,新希望,19980311,,Y
801710.SI,建筑材料,801711.SI,水泥,857111.SI,水泥制造,000877.SZ,天山股份,19990107,,Y
801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,000878.SZ,云南铜业,19980602,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000880.SZ,潍柴重机,19980402,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,000881.SZ,中广核技,20190724,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,000882.SZ,华联股份,19980616,,Y
801160.SI,公用事业,801161.SI,电力,851610.SI,电能综合服务,000883.SZ,湖北能源,20210730,,Y
801970.SI,环保,801971.SI,环境治理,859713.SI,固废治理,000885.SZ,城发环境,20240517,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000886.SZ,海南高速,20220729,,Y
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,000887.SZ,中鼎股份,19981203,,Y
801210.SI,社会服务,801993.SI,旅游及景区,852112.SI,自然景区,000888.SZ,峨眉山A,20210730,,Y
801770.SI,通信,801223.SI,通信服务,852213.SI,通信工程及服务,000889.SZ,ST中嘉,20070702,,Y
801970.SI,环保,801972.SI,环保设备Ⅱ,859721.SI,环保设备Ⅲ,000890.SZ,法尔胜,20220729,,Y
801760.SI,传媒,801766.SI,影视院线,857661.SI,影视动漫制作,000892.SZ,欢瑞世纪,20171211,,Y
801030.SI,基础化工,801038.SI,农化制品,850336.SI,钾肥,000893.SZ,亚钾国际,20210730,,Y
801120.SI,食品饮料,801124.SI,食品加工,851241.SI,肉制品,000895.SZ,双汇发展,19981210,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000897.SZ,津滨发展,19990104,,Y
801040.SI,钢铁,801044.SI,普钢,850442.SI,板材,000898.SZ,鞍钢股份,19971225,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,000899.SZ,赣能股份,19971126,,Y
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,000900.SZ,现代投资,20210730,,Y
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,000901.SZ,航天科技,20220729,,Y
801030.SI,基础化工,801038.SI,农化制品,850381.SI,复合肥,000902.SZ,新洋丰,20210730,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000903.SZ,云内动力,19990104,,Y
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,000905.SZ,厦门港务,20210730,,Y
801170.SI,交通运输,801178.SI,物流,851782.SI,原材料供应链服务,000906.SZ,浙商中拓,20210615,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,000908.SZ,*ST景峰,20150701,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000909.SZ,ST数源,20090105,,Y
801140.SI,轻工制造,801142.SI,家居用品,851436.SI,瓷砖地板,000910.SZ,大亚圣象,19990630,,Y
801010.SI,农林牧渔,801012.SI,农产品加工,850154.SI,其他农产品加工,000911.SZ,广农糖业,19990104,,Y
801030.SI,基础化工,801038.SI,农化制品,850331.SI,氮肥,000912.SZ,泸天化,20210730,,Y
801880.SI,汽车,801881.SI,摩托车及其他,858812.SI,摩托车,000913.SZ,钱江摩托,20210730,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,000915.SZ,华特达因,20110110,,Y
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,000916.SZ,华北高速(退市),19990927,,Y
801760.SI,传媒,801995.SI,电视广播Ⅱ,859951.SI,电视广播Ⅲ,000917.SZ,电广传媒,19990325,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000918.SZ,*ST嘉凯(退市),20100118,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,000919.SZ,金陵药业,20220729,,Y
801030.SI,基础化工,801036.SI,塑料,850355.SI,膜材料,000920.SZ,沃顿科技,20220729,,Y
801110.SI,家用电器,801111.SI,白色家电,851112.SI,空调,000921.SZ,海信家电,19990713,,Y
